entry_id,metal,ligand,log_K_exp,log_K_pred,residual,dg_net,donors_raw,donors_dedup,donors_used
NIST_Co(II)_9100_K1,Co(II),Ethylphosphonic acid,2.27,2.23,-0.04,-22.42,3,1,1
NIST_Ni(II)_9100_K1,Ni(II),Ethylphosphonic acid,2.3,2.78,0.48,-22.67,3,1,1
NIST_Cu(II)_9100_K1,Cu(II),Ethylphosphonic acid,3.6,3.98,0.38,-22.03,3,1,1
NIST_Zn(II)_9100_K1,Zn(II),Ethylphosphonic acid,2.67,4.16,1.49,-22.09,3,1,1
NIST_Cd(II)_9100_K1,Cd(II),Ethylphosphonic acid,2.94,3.42,0.48,-21.25,3,1,1
NIST_Al(III)_9100_K1,Al(III),Ethylphosphonic acid,6.63,12.19,5.56,-51.96,3,1,1
NIST_Ca(II)_9102_K1,Ca(II),2-Methyl-2-propylphosphonic acid,1.69,3.17,1.48,-22.14,3,1,1
NIST_Cu(II)_9102_K1,Cu(II),2-Methyl-2-propylphosphonic acid,4.14,3.98,-0.16,-22.03,3,1,1
NIST_Ca(II)_9104_K1,Ca(II),Cyclohexylphosphonic acid,1.65,3.17,1.52,-22.14,3,1,1
NIST_Cu(II)_9104_K1,Cu(II),Cyclohexylphosphonic acid,3.97,3.98,0.01,-22.03,3,1,1
NIST_Ca(II)_9105_K1,Ca(II),Phenylphosphonic acid,1.4,3.17,1.77,-22.14,3,1,1
NIST_Cu(II)_9105_K1,Cu(II),Phenylphosphonic acid,3.18,3.98,0.8,-22.03,3,1,1
NIST_Mg(II)_9112_K1,Mg(II),Chloromethylphosphonic acid,1.59,2.89,1.3,-24.07,3,1,1
NIST_Ca(II)_9112_K1,Ca(II),Chloromethylphosphonic acid,1.46,3.17,1.71,-22.14,3,1,1
NIST_Sr(II)_9112_K1,Sr(II),Chloromethylphosphonic acid,1.18,1.99,0.81,-23.12,3,1,1
NIST_Ba(II)_9112_K1,Ba(II),Chloromethylphosphonic acid,1.11,0.15,-0.96,-28.62,3,1,1
NIST_Ni(II)_9112_K1,Ni(II),Chloromethylphosphonic acid,1.81,2.78,0.97,-22.67,3,1,1
NIST_Cu(II)_9112_K1,Cu(II),Chloromethylphosphonic acid,2.88,3.98,1.1,-22.03,3,1,1
NIST_Zn(II)_9112_K1,Zn(II),Chloromethylphosphonic acid,2.11,4.16,2.05,-22.09,3,1,1
NIST_Cd(II)_9112_K1,Cd(II),Chloromethylphosphonic acid,2.43,3.42,0.99,-21.25,3,1,1
NIST_Ca(II)_9113_K1,Ca(II),Dichloromethylphosphonic acid,1.26,3.17,1.91,-22.14,3,1,1
NIST_Cu(II)_9113_K1,Cu(II),Dichloromethylphosphonic acid,2.49,3.98,1.49,-22.03,3,1,1
NIST_Ca(II)_9114_K1,Ca(II),Trichloromethylphosphonic acid,1.25,3.17,1.92,-22.14,3,1,1
NIST_Cu(II)_9114_K1,Cu(II),Trichloromethylphosphonic acid,2.17,3.98,1.81,-22.03,3,1,1
NIST_Ca(II)_9115_K1,Ca(II),Bromomethylphosphonic acid,1.34,3.17,1.83,-22.14,3,1,1
NIST_Cu(II)_9115_K1,Cu(II),Bromomethylphosphonic acid,2.95,3.98,1.03,-22.03,3,1,1
NIST_Ca(II)_9118_K1,Ca(II),Iodomethylphosphonic acid,1.37,3.17,1.8,-22.14,3,1,1
NIST_Cu(II)_9118_K1,Cu(II),Iodomethylphosphonic acid,3.04,3.98,0.94,-22.03,3,1,1
NIST_Li(I)_9121_K1,Li(I),Hydroxymethylphosphonic acid,0.72,2.18,1.46,-5.48,4,2,2
NIST_Na(I)_9121_K1,Na(I),Hydroxymethylphosphonic acid,0.61,1.12,0.51,-5.5,4,2,2
NIST_K(I)_9121_K1,K(I),Hydroxymethylphosphonic acid,0.34,1.21,0.87,-5.44,4,2,2
NIST_Mg(II)_9121_K1,Mg(II),Hydroxymethylphosphonic acid,1.92,3.07,1.15,-25.11,4,2,2
NIST_Ca(II)_9121_K1,Ca(II),Hydroxymethylphosphonic acid,1.87,3.42,1.55,-23.57,4,2,2
NIST_Cu(II)_9121_K1,Cu(II),Hydroxymethylphosphonic acid,3.53,4.82,1.29,-26.83,4,2,2
NIST_Mg(II)_9122_K1,Mg(II),Ethoxymethylphosphonic acid,1.95,3.07,1.12,-25.11,4,2,2
NIST_Ca(II)_9122_K1,Ca(II),Ethoxymethylphosphonic acid,1.7,3.42,1.72,-23.57,4,2,2
NIST_Sr(II)_9122_K1,Sr(II),Ethoxymethylphosphonic acid,1.38,2.27,0.89,-24.68,4,2,2
NIST_Ba(II)_9122_K1,Ba(II),Ethoxymethylphosphonic acid,1.33,0.47,-0.86,-30.44,4,2,2
NIST_Mn(II)_9122_K1,Mn(II),Ethoxymethylphosphonic acid,2.62,2.71,0.09,-26.24,4,2,2
NIST_Co(II)_9122_K1,Co(II),Ethoxymethylphosphonic acid,2.41,2.99,0.58,-26.74,4,2,2
NIST_Ni(II)_9122_K1,Ni(II),Ethoxymethylphosphonic acid,2.33,3.53,1.2,-26.99,4,2,2
NIST_Cu(II)_9122_K1,Cu(II),Ethoxymethylphosphonic acid,3.73,4.82,1.09,-26.83,4,2,2
NIST_Zn(II)_9122_K1,Zn(II),Ethoxymethylphosphonic acid,2.74,4.86,2.12,-26.07,4,2,2
NIST_Cd(II)_9122_K1,Cd(II),Ethoxymethylphosphonic acid,3.01,4.28,1.27,-26.13,4,2,2
NIST_Ca(II)_9125_K1,Ca(II),Ethylthiomethylphosphonic acid,1.7,1.71,0.01,-13.78,4,2,2
NIST_Cu(II)_9125_K1,Cu(II),Ethylthiomethylphosphonic acid,4.15,4.44,0.29,-24.66,4,2,2
NIST_Ca(II)_9126_K1,Ca(II),Methylenediphosphonic acid,5.97,7.72,1.75,-48.07,6,3,3
NIST_Sn(II)_9126_K1,Sn(II),Methylenediphosphonic acid,13.6,12.78,-0.82,-54.52,6,3,3
NIST_Mg(II)_9138_K1,Mg(II),Dichloromethylenediphosphonic acid (Clod,6.2,7.73,1.53,-51.74,6,3,3
NIST_Ca(II)_9138_K1,Ca(II),Dichloromethylenediphosphonic acid (Clod,5.95,7.72,1.77,-48.07,6,3,3
NIST_Sn(II)_9138_K1,Sn(II),Dichloromethylenediphosphonic acid (Clod,13.59,12.78,-0.81,-54.52,6,3,3
NIST_Ca(II)_9139_K1,Ca(II),4-Chlorophenylmethylenediphosphonic acid,5.87,7.72,1.85,-48.07,6,3,3
NIST_Sn(II)_9139_K1,Sn(II),4-Chlorophenylmethylenediphosphonic acid,17.0,12.78,-4.22,-54.52,6,3,3
NIST_Sn(II)_9140_K1,Sn(II),"DL-2,3-Dicarboxypropane-1,1-diphosphonic",17.31,15.44,-1.87,-69.72,10,5,5
NIST_Mg(II)_9142_K1,Mg(II),"1-Hydroxyethane-1,1-diphosphonic acid (E",7.3,7.92,0.62,-52.79,7,4,4
NIST_Ca(II)_9142_K1,Ca(II),"1-Hydroxyethane-1,1-diphosphonic acid (E",6.8,7.96,1.16,-49.49,7,4,4
NIST_Sr(II)_9142_K1,Sr(II),"1-Hydroxyethane-1,1-diphosphonic acid (E",5.5,6.78,1.28,-50.45,7,4,4
NIST_Ni(II)_9142_K1,Ni(II),"1-Hydroxyethane-1,1-diphosphonic acid (E",8.05,9.4,1.35,-60.48,7,4,4
NIST_Cu(II)_9142_K1,Cu(II),"1-Hydroxyethane-1,1-diphosphonic acid (E",11.84,15.11,3.27,-85.57,7,4,4
NIST_Zn(II)_9142_K1,Zn(II),"1-Hydroxyethane-1,1-diphosphonic acid (E",8.19,10.53,2.34,-58.43,7,4,4
NIST_Sn(II)_9142_K1,Sn(II),"1-Hydroxyethane-1,1-diphosphonic acid (E",15.68,13.26,-2.42,-57.23,7,4,4
NIST_Ca(II)_9146_K1,Ca(II),"2-Oxoazolidine-5,5-diphosphonic acid (Py",6.86,9.3,2.44,-57.11,8,5,5
NIST_Sn(II)_9146_K1,Sn(II),"2-Oxoazolidine-5,5-diphosphonic acid (Py",14.43,16.27,1.84,-74.44,8,5,5
NIST_Cu(II)_9147_K1,Cu(II),L-1-(Phosphonoacetylamino)-3-methylbutyl,6.49,14.9,8.41,-84.42,8,5,5
NIST_Cu(II)_9148_K1,Cu(II),L-(Phosphonoacetylamino)(cyclopropyl)met,6.41,14.9,8.49,-84.42,8,5,5
NIST_Ca(II)_9150_K1,Ca(II),Phosphoric acid methyl ester (Methyl pho,1.39,3.42,2.03,-23.57,4,2,2
NIST_Ni(II)_9150_K1,Ni(II),Phosphoric acid methyl ester (Methyl pho,1.61,3.53,1.92,-26.99,4,2,2
NIST_Cu(II)_9150_K1,Cu(II),Phosphoric acid methyl ester (Methyl pho,2.82,4.82,2.0,-26.83,4,2,2
NIST_Zn(II)_9150_K1,Zn(II),Phosphoric acid methyl ester (Methyl pho,2.17,4.86,2.69,-26.07,4,2,2
NIST_Mg(II)_9151_K1,Mg(II),Phosphoric acid butyl ester (Butyl phosp,1.69,3.07,1.38,-25.11,4,2,2
NIST_Ca(II)_9151_K1,Ca(II),Phosphoric acid butyl ester (Butyl phosp,1.56,3.42,1.86,-23.57,4,2,2
NIST_Sr(II)_9151_K1,Sr(II),Phosphoric acid butyl ester (Butyl phosp,1.3,2.27,0.97,-24.68,4,2,2
NIST_Ba(II)_9151_K1,Ba(II),Phosphoric acid butyl ester (Butyl phosp,1.22,0.47,-0.75,-30.44,4,2,2
NIST_Mn(II)_9151_K1,Mn(II),Phosphoric acid butyl ester (Butyl phosp,2.34,2.71,0.37,-26.24,4,2,2
NIST_Co(II)_9151_K1,Co(II),Phosphoric acid butyl ester (Butyl phosp,2.08,2.99,0.91,-26.74,4,2,2
NIST_Ni(II)_9151_K1,Ni(II),Phosphoric acid butyl ester (Butyl phosp,2.08,3.53,1.45,-26.99,4,2,2
NIST_Cu(II)_9151_K1,Cu(II),Phosphoric acid butyl ester (Butyl phosp,3.12,4.82,1.7,-26.83,4,2,2
NIST_Zn(II)_9151_K1,Zn(II),Phosphoric acid butyl ester (Butyl phosp,2.3,4.86,2.56,-26.07,4,2,2
NIST_Cd(II)_9151_K1,Cd(II),Phosphoric acid butyl ester (Butyl phosp,2.61,4.28,1.67,-26.13,4,2,2
NIST_Mg(II)_9152_K1,Mg(II),Phosphoric acid phenyl ester (Phenyl pho,1.53,3.07,1.54,-25.11,4,2,2
NIST_Ca(II)_9152_K1,Ca(II),Phosphoric acid phenyl ester (Phenyl pho,1.45,3.42,1.97,-23.57,4,2,2
NIST_Sr(II)_9152_K1,Sr(II),Phosphoric acid phenyl ester (Phenyl pho,1.26,2.27,1.01,-24.68,4,2,2
NIST_Ba(II)_9152_K1,Ba(II),Phosphoric acid phenyl ester (Phenyl pho,1.19,0.47,-0.72,-30.44,4,2,2
NIST_Mn(II)_9152_K1,Mn(II),Phosphoric acid phenyl ester (Phenyl pho,2.12,2.71,0.59,-26.24,4,2,2
NIST_Co(II)_9152_K1,Co(II),Phosphoric acid phenyl ester (Phenyl pho,1.94,2.99,1.05,-26.74,4,2,2
NIST_Ni(II)_9152_K1,Ni(II),Phosphoric acid phenyl ester (Phenyl pho,1.91,3.53,1.62,-26.99,4,2,2
NIST_Cu(II)_9152_K1,Cu(II),Phosphoric acid phenyl ester (Phenyl pho,2.69,4.82,2.13,-26.83,4,2,2
NIST_Zn(II)_9152_K1,Zn(II),Phosphoric acid phenyl ester (Phenyl pho,2.11,4.86,2.75,-26.07,4,2,2
NIST_Cd(II)_9152_K1,Cd(II),Phosphoric acid phenyl ester (Phenyl pho,2.38,4.28,1.9,-26.13,4,2,2
NIST_Al(III)_9152_K1,Al(III),Phosphoric acid phenyl ester (Phenyl pho,5.29,11.95,6.66,-50.63,4,2,2
NIST_Al(III)_9153_K1,Al(III),Phosphoric acid 4-nitrophenyl ester (4-N,4.8,10.26,5.46,-40.96,7,5,5
NIST_Ca(II)_9154_K1,Ca(II),Phosphoric acid 1-naphthyl ester (alpha-,1.22,3.42,2.2,-23.57,4,2,2
NIST_Co(II)_9154_K1,Co(II),Phosphoric acid 1-naphthyl ester (alpha-,1.68,2.99,1.31,-26.74,4,2,2
NIST_Ni(II)_9154_K1,Ni(II),Phosphoric acid 1-naphthyl ester (alpha-,1.57,3.53,1.96,-26.99,4,2,2
NIST_Cu(II)_9154_K1,Cu(II),Phosphoric acid 1-naphthyl ester (alpha-,2.64,4.82,2.18,-26.83,4,2,2
NIST_Zn(II)_9154_K1,Zn(II),Phosphoric acid 1-naphthyl ester (alpha-,2.01,4.86,2.85,-26.07,4,2,2
NIST_Mg(II)_9156_K1,Mg(II),Phosphoric acid 4-nitrophenyl ester (p-N,1.29,3.53,2.24,-27.76,7,5,5
NIST_Ca(II)_9156_K1,Ca(II),Phosphoric acid 4-nitrophenyl ester (p-N,1.26,3.97,2.71,-26.69,7,5,5
NIST_Sr(II)_9156_K1,Sr(II),Phosphoric acid 4-nitrophenyl ester (p-N,1.12,3.19,2.07,-29.93,7,5,5
NIST_Ba(II)_9156_K1,Ba(II),Phosphoric acid 4-nitrophenyl ester (p-N,1.06,2.6,1.54,-42.57,7,5,5
NIST_Mn(II)_9156_K1,Mn(II),Phosphoric acid 4-nitrophenyl ester (p-N,1.89,5.52,3.63,-42.29,7,5,5
NIST_Co(II)_9156_K1,Co(II),Phosphoric acid 4-nitrophenyl ester (p-N,1.65,6.0,4.35,-43.91,7,5,5
NIST_Ni(II)_9156_K1,Ni(II),Phosphoric acid 4-nitrophenyl ester (p-N,1.59,6.55,4.96,-44.19,7,5,5
NIST_Cu(II)_9156_K1,Cu(II),Phosphoric acid 4-nitrophenyl ester (p-N,2.24,9.23,6.99,-52.01,7,5,5
NIST_Zn(II)_9156_K1,Zn(II),Phosphoric acid 4-nitrophenyl ester (p-N,1.75,7.68,5.93,-42.14,7,5,5
NIST_Cd(II)_9156_K1,Cd(II),Phosphoric acid 4-nitrophenyl ester (p-N,2.05,7.17,5.12,-42.68,7,5,5
NIST_Cu(II)_9158_K1,Cu(II),"Propane-1,2,3-triol-2-(dihydrogenphospha",2.81,10.88,8.07,-61.42,6,4,4
NIST_Zn(II)_9158_K1,Zn(II),"Propane-1,2,3-triol-2-(dihydrogenphospha",2.14,6.26,4.12,-34.04,6,4,4
NIST_Mg(II)_9159_K1,Mg(II),D(-)-Ribose-5-dihydrogenphosphate (Ribos,1.58,4.87,3.29,-35.37,8,6,6
NIST_Ca(II)_9159_K1,Ca(II),D(-)-Ribose-5-dihydrogenphosphate (Ribos,1.48,5.34,3.86,-34.51,8,6,6
NIST_Sr(II)_9159_K1,Sr(II),D(-)-Ribose-5-dihydrogenphosphate (Ribos,1.25,4.17,2.92,-35.57,8,6,6
NIST_Ba(II)_9159_K1,Ba(II),D(-)-Ribose-5-dihydrogenphosphate (Ribos,1.17,2.37,1.2,-41.27,8,6,6
NIST_Mn(II)_9159_K1,Mn(II),D(-)-Ribose-5-dihydrogenphosphate (Ribos,2.2,6.7,4.5,-49.02,8,6,6
NIST_Co(II)_9159_K1,Co(II),D(-)-Ribose-5-dihydrogenphosphate (Ribos,2.0,7.1,5.1,-50.2,8,6,6
NIST_Ni(II)_9159_K1,Ni(II),D(-)-Ribose-5-dihydrogenphosphate (Ribos,1.99,7.68,5.69,-50.69,8,6,6
NIST_Cu(II)_9159_K1,Cu(II),D(-)-Ribose-5-dihydrogenphosphate (Ribos,2.96,11.05,8.09,-62.4,8,6,6
NIST_Zn(II)_9159_K1,Zn(II),D(-)-Ribose-5-dihydrogenphosphate (Ribos,2.2,8.74,6.54,-48.21,8,6,6
NIST_Cd(II)_9159_K1,Cd(II),D(-)-Ribose-5-dihydrogenphosphate (Ribos,2.49,8.68,6.19,-51.26,8,6,6
NIST_Tl(I)_9159_K1,Tl(I),D(-)-Ribose-5-dihydrogenphosphate (Ribos,0.9,2.95,2.05,-32.08,8,6,6
NIST_Al(III)_9159_K1,Al(III),D(-)-Ribose-5-dihydrogenphosphate (Ribos,5.63,12.38,6.75,-53.06,8,6,6
NIST_Ca(II)_9161_K1,Ca(II),alpha-D(-)-Glucose-1-dihydrogenphosphate,1.77,4.42,2.65,-29.26,9,7,6
NIST_Mn(II)_9161_K1,Mn(II),alpha-D(-)-Glucose-1-dihydrogenphosphate,2.19,5.66,3.47,-43.11,9,7,6
NIST_Co(II)_9161_K1,Co(II),alpha-D(-)-Glucose-1-dihydrogenphosphate,2.15,6.01,3.86,-44.0,9,7,6
NIST_Cu(II)_9161_K1,Cu(II),alpha-D(-)-Glucose-1-dihydrogenphosphate,2.74,9.93,7.19,-56.02,9,7,6
NIST_Zn(II)_9161_K1,Zn(II),alpha-D(-)-Glucose-1-dihydrogenphosphate,2.35,7.65,5.3,-42.01,9,7,6
NIST_Mg(II)_9164_K1,Mg(II),"D(-)-Fructose-1,6-bis(dihydrogenphosphat",2.7,9.35,6.65,-60.95,12,9,6
NIST_Mg(II)_9165_K1,Mg(II),Diphosphoric acid methyl ester (Methyl d,3.29,5.68,2.39,-40.0,7,4,4
NIST_Ca(II)_9165_K1,Ca(II),Diphosphoric acid methyl ester (Methyl d,2.87,5.94,3.07,-37.95,7,4,4
NIST_Sr(II)_9165_K1,Sr(II),Diphosphoric acid methyl ester (Methyl d,2.33,4.8,2.47,-39.14,7,4,4
NIST_Mn(II)_9165_K1,Mn(II),Diphosphoric acid methyl ester (Methyl d,4.1,6.27,2.17,-46.58,7,4,4
NIST_Co(II)_9165_K1,Co(II),Diphosphoric acid methyl ester (Methyl d,3.7,6.64,2.94,-47.56,7,4,4
NIST_Ni(II)_9165_K1,Ni(II),Diphosphoric acid methyl ester (Methyl d,3.6,7.22,3.62,-48.05,7,4,4
NIST_Cd(II)_9165_K1,Cd(II),Diphosphoric acid methyl ester (Methyl d,4.27,7.96,3.69,-47.16,7,4,4
NIST_Mg(II)_9166_K1,Mg(II),Diphosphoric acid butyl ester (Butyl dip,3.41,5.68,2.27,-40.0,7,4,4
NIST_Ca(II)_9166_K1,Ca(II),Diphosphoric acid butyl ester (Butyl dip,3.0,5.94,2.94,-37.95,7,4,4
NIST_Sr(II)_9166_K1,Sr(II),Diphosphoric acid butyl ester (Butyl dip,2.42,4.8,2.38,-39.14,7,4,4
NIST_Ba(II)_9166_K1,Ba(II),Diphosphoric acid butyl ester (Butyl dip,2.38,3.22,0.84,-46.15,7,4,4
NIST_Mn(II)_9166_K1,Mn(II),Diphosphoric acid butyl ester (Butyl dip,4.32,6.27,1.95,-46.58,7,4,4
NIST_Co(II)_9166_K1,Co(II),Diphosphoric acid butyl ester (Butyl dip,3.89,6.64,2.75,-47.56,7,4,4
NIST_Ni(II)_9166_K1,Ni(II),Diphosphoric acid butyl ester (Butyl dip,3.73,7.22,3.49,-48.05,7,4,4
NIST_Cu(II)_9166_K1,Cu(II),Diphosphoric acid butyl ester (Butyl dip,5.59,12.99,7.4,-73.49,7,4,4
NIST_Zn(II)_9166_K1,Zn(II),Diphosphoric acid butyl ester (Butyl dip,4.4,8.39,3.99,-46.24,7,4,4
NIST_Cd(II)_9166_K1,Cd(II),Diphosphoric acid butyl ester (Butyl dip,4.51,7.96,3.45,-47.16,7,4,4
NIST_Mg(II)_9167_K1,Mg(II),Diphosphoric acid phenyl ester (Phenyl d,3.24,5.68,2.44,-40.0,7,4,4
NIST_Ca(II)_9167_K1,Ca(II),Diphosphoric acid phenyl ester (Phenyl d,2.9,5.94,3.04,-37.95,7,4,4
NIST_Sr(II)_9167_K1,Sr(II),Diphosphoric acid phenyl ester (Phenyl d,2.38,4.8,2.42,-39.14,7,4,4
NIST_Ba(II)_9167_K1,Ba(II),Diphosphoric acid phenyl ester (Phenyl d,2.31,3.22,0.91,-46.15,7,4,4
NIST_Mn(II)_9167_K1,Mn(II),Diphosphoric acid phenyl ester (Phenyl d,4.08,6.27,2.19,-46.58,7,4,4
NIST_Co(II)_9167_K1,Co(II),Diphosphoric acid phenyl ester (Phenyl d,3.68,6.64,2.96,-47.56,7,4,4
NIST_Ni(II)_9167_K1,Ni(II),Diphosphoric acid phenyl ester (Phenyl d,3.51,7.22,3.71,-48.05,7,4,4
NIST_Cu(II)_9167_K1,Cu(II),Diphosphoric acid phenyl ester (Phenyl d,5.17,12.99,7.82,-73.49,7,4,4
NIST_Zn(II)_9167_K1,Zn(II),Diphosphoric acid phenyl ester (Phenyl d,4.06,8.39,4.33,-46.24,7,4,4
NIST_Cd(II)_9167_K1,Cd(II),Diphosphoric acid phenyl ester (Phenyl d,4.21,7.96,3.75,-47.16,7,4,4
NIST_Li(I)_9169_K1,Li(I),"D-myo-Inositol-1,2,6-tris(dihydrogenphos",2.38,2.28,-0.1,-6.07,15,10,4
NIST_Na(I)_9169_K1,Na(I),"D-myo-Inositol-1,2,6-tris(dihydrogenphos",2.32,4.33,2.01,-23.82,15,10,6
NIST_K(I)_9169_K1,K(I),"D-myo-Inositol-1,2,6-tris(dihydrogenphos",2.58,4.4,1.82,-23.62,15,10,6
NIST_Rb(I)_9169_K1,Rb(I),"D-myo-Inositol-1,2,6-tris(dihydrogenphos",2.57,5.41,2.84,-33.46,15,10,8
NIST_Cs(I)_9169_K1,Cs(I),"D-myo-Inositol-1,2,6-tris(dihydrogenphos",2.51,5.23,2.72,-33.04,15,10,8
NIST_Mg(II)_9169_K1,Mg(II),"D-myo-Inositol-1,2,6-tris(dihydrogenphos",5.61,8.28,2.67,-54.87,15,10,6
NIST_Ca(II)_9169_K1,Ca(II),"D-myo-Inositol-1,2,6-tris(dihydrogenphos",5.8,8.46,2.66,-52.34,15,10,6
NIST_Cd(II)_9169_K1,Cd(II),"D-myo-Inositol-1,2,6-tris(dihydrogenphos",6.12,11.64,5.52,-68.21,15,10,6
NIST_Pb(II)_9169_K1,Pb(II),"D-myo-Inositol-1,2,6-tris(dihydrogenphos",10.57,13.54,2.97,-65.64,15,10,6
NIST_Al(III)_9169_K1,Al(III),"D-myo-Inositol-1,2,6-tris(dihydrogenphos",13.72,17.39,3.67,-81.67,15,10,6
NIST_Ca(II)_9170_K1,Ca(II),"D-myo-Inositol-1,4,5-tris(dihydrogenphos",4.59,8.46,3.87,-52.34,15,10,6
NIST_Al(III)_9170_K1,Al(III),"D-myo-Inositol-1,4,5-tris(dihydrogenphos",13.37,17.39,4.02,-81.67,15,10,6
NIST_La(III)_9192_K1,La(III),Hydroxybenzene (Phenol),1.51,4.61,3.1,-31.49,1,1,1
NIST_Fe(III)_9192_K1,Fe(III),Hydroxybenzene (Phenol),7.78,13.85,6.07,-29.6,1,1,1
NIST_Ag(I)_9192_K1,Ag(I),Hydroxybenzene (Phenol),0.18,0.75,0.57,1.07,1,1,1
NIST_Fe(III)_9214_K1,Fe(III),4-Fluorophenol,8.29,13.85,5.56,-29.6,1,1,1
NIST_Fe(III)_9217_K1,Fe(III),2-Chlorophenol,6.09,13.85,7.76,-29.6,1,1,1
NIST_Fe(III)_9218_K1,Fe(III),3-Chlorophenol,6.9,13.85,6.95,-29.6,1,1,1
NIST_Fe(III)_9219_K1,Fe(III),4-Chlorophenol,6.97,13.85,6.88,-29.6,1,1,1
NIST_La(III)_9236_K1,La(III),2-Nitrophenol,2.2,4.79,2.59,-32.53,4,4,4
NIST_Fe(III)_9237_K1,Fe(III),3-Nitrophenol,6.09,15.52,9.43,-39.12,4,4,4
NIST_La(III)_9238_K1,La(III),4-Nitrophenol,1.0,4.79,3.79,-32.53,4,4,4
NIST_Gd(III)_9238_K1,Gd(III),4-Nitrophenol,1.64,5.92,4.28,-44.45,4,4,4
NIST_Lu(III)_9238_K1,Lu(III),4-Nitrophenol,1.46,6.56,5.1,-44.15,4,4,4
NIST_Fe(III)_9238_K1,Fe(III),4-Nitrophenol,5.06,15.52,10.46,-39.12,4,4,4
NIST_La(III)_9242_K1,La(III),"2,4-Dinitrophenol",1.0,5.09,4.09,-34.21,7,7,7
NIST_Fe(III)_9250_K1,Fe(III),2-Cyanophenol,5.54,13.79,8.25,-29.29,2,2,2
NIST_Fe(III)_9251_K1,Fe(III),3-Cyanophenol,6.31,13.79,7.48,-29.29,2,2,2
NIST_Fe(III)_9252_K1,Fe(III),4-Cyanophenol,5.8,13.79,7.99,-29.29,2,2,2
NIST_La(III)_9285_K1,La(III),3-Bromo-2-hydroxy-5-sulfobenzoic acid (3,6.49,6.18,-0.31,-40.43,7,4,4
NIST_Nd(III)_9285_K1,Nd(III),3-Bromo-2-hydroxy-5-sulfobenzoic acid (3,6.86,5.53,-1.33,-52.0,7,4,4
NIST_Eu(III)_9285_K1,Eu(III),3-Bromo-2-hydroxy-5-sulfobenzoic acid (3,7.6,6.66,-0.94,-52.38,7,4,4
NIST_Gd(III)_9285_K1,Gd(III),3-Bromo-2-hydroxy-5-sulfobenzoic acid (3,7.4,6.74,-0.66,-49.16,7,4,4
NIST_Dy(III)_9285_K1,Dy(III),3-Bromo-2-hydroxy-5-sulfobenzoic acid (3,7.58,9.41,1.83,-77.91,7,4,4
NIST_Lu(III)_9285_K1,Lu(III),3-Bromo-2-hydroxy-5-sulfobenzoic acid (3,7.56,7.58,0.02,-49.94,7,4,4
NIST_Al(III)_9285_K1,Al(III),3-Bromo-2-hydroxy-5-sulfobenzoic acid (3,11.32,9.51,-1.81,-36.68,7,4,4
NIST_Mg(II)_9286_K1,Mg(II),2-Hydroxy-5-(4-sulfophenylazo)benzoic ac,4.45,3.73,-0.72,-28.9,9,6,6
NIST_Ca(II)_9286_K1,Ca(II),2-Hydroxy-5-(4-sulfophenylazo)benzoic ac,3.1,3.84,0.74,-25.93,9,6,6
NIST_Mn(II)_9286_K1,Mn(II),2-Hydroxy-5-(4-sulfophenylazo)benzoic ac,4.94,7.13,2.19,-51.47,9,6,6
NIST_Co(II)_9286_K1,Co(II),2-Hydroxy-5-(4-sulfophenylazo)benzoic ac,5.84,8.98,3.14,-60.96,9,6,6
NIST_Ni(II)_9286_K1,Ni(II),2-Hydroxy-5-(4-sulfophenylazo)benzoic ac,6.17,9.94,3.77,-63.6,9,6,6
NIST_Ca(II)_9300_K1,Ca(II),2-Hydroxybenzaldehyde (Salicylaldehyde),1.1,2.69,1.59,-19.37,2,2,2
NIST_La(III)_9300_K1,La(III),2-Hydroxybenzaldehyde (Salicylaldehyde),3.4,6.72,3.32,-43.54,2,2,2
NIST_Cu(II)_9300_K1,Cu(II),2-Hydroxybenzaldehyde (Salicylaldehyde),5.56,4.15,-1.41,-23.03,2,2,2
NIST_Fe(III)_9302_K1,Fe(III),4-Hydroxybenzaldehyde,5.36,16.42,11.06,-44.26,2,2,2
NIST_Ca(II)_9303_K1,Ca(II),3-Chloro-2-hydroxybenzaldehyde (3-Chloro,0.7,2.69,1.99,-19.37,2,2,2
NIST_La(III)_9303_K1,La(III),3-Chloro-2-hydroxybenzaldehyde (3-Chloro,3.16,6.72,3.56,-43.54,2,2,2
NIST_Cu(II)_9303_K1,Cu(II),3-Chloro-2-hydroxybenzaldehyde (3-Chloro,4.74,4.15,-0.59,-23.03,2,2,2
NIST_Zn(II)_9303_K1,Zn(II),3-Chloro-2-hydroxybenzaldehyde (3-Chloro,2.39,4.16,1.77,-22.07,2,2,2
NIST_Ca(II)_9304_K1,Ca(II),4-Chloro-2-hydroxybenzaldehyde (4-Chloro,1.1,2.69,1.59,-19.37,2,2,2
NIST_La(III)_9304_K1,La(III),4-Chloro-2-hydroxybenzaldehyde (4-Chloro,3.38,6.72,3.34,-43.54,2,2,2
NIST_Cu(II)_9304_K1,Cu(II),4-Chloro-2-hydroxybenzaldehyde (4-Chloro,5.11,4.15,-0.96,-23.03,2,2,2
NIST_Ca(II)_9305_K1,Ca(II),5-Chloro-2-hydroxybenzaldehyde (5-Chloro,0.9,2.69,1.79,-19.37,2,2,2
