entry_id,metal,ligand,log_K_exp,log_K_pred,residual,dg_net,donors_raw,donors_dedup,donors_used
NIST_Al(III)_5829_K1,Al(III),L-2-Amino-3-hydroxybutanoic acid (Threon,5.5,8.35,2.85,-30.03,4,3,3
NIST_Co(II)_5830_K1,Co(II),allo-L-2-Amino-3-hydroxybutanoic acid (L,4.13,3.14,-0.99,-27.61,4,3,3
NIST_Ni(II)_5830_K1,Ni(II),allo-L-2-Amino-3-hydroxybutanoic acid (L,5.37,3.69,-1.68,-27.88,4,3,3
NIST_Cu(II)_5830_K1,Cu(II),allo-L-2-Amino-3-hydroxybutanoic acid (L,7.59,4.48,-3.11,-24.92,4,3,3
NIST_Cu(II)_5831_K1,Cu(II),erythro-2-Amino-3-hydroxy-3-phenylpropan,7.76,4.48,-3.28,-24.92,4,3,3
NIST_Zn(II)_5831_K1,Zn(II),erythro-2-Amino-3-hydroxy-3-phenylpropan,4.57,4.94,0.37,-26.51,4,3,3
NIST_Al(III)_5831_K1,Al(III),erythro-2-Amino-3-hydroxy-3-phenylpropan,3.98,8.35,4.37,-30.03,4,3,3
NIST_Ga(III)_5831_K1,Ga(III),erythro-2-Amino-3-hydroxy-3-phenylpropan,4.63,17.19,12.56,-46.42,4,3,3
NIST_Cu(II)_5832_K1,Cu(II),threo-2-Amino-3-hydroxy-3-phenylpropanoi,7.97,4.48,-3.49,-24.92,4,3,3
NIST_Mn(II)_5833_K1,Mn(II),L-2-Amino-4-hydroxybutanoic acid (Homose,2.47,2.69,0.22,-26.14,4,3,3
NIST_Co(II)_5833_K1,Co(II),L-2-Amino-4-hydroxybutanoic acid (Homose,4.3,3.14,-1.16,-27.61,4,3,3
NIST_Ni(II)_5833_K1,Ni(II),L-2-Amino-4-hydroxybutanoic acid (Homose,5.46,3.69,-1.77,-27.88,4,3,3
NIST_Cu(II)_5833_K1,Cu(II),L-2-Amino-4-hydroxybutanoic acid (Homose,7.97,4.48,-3.49,-24.92,4,3,3
NIST_Zn(II)_5833_K1,Zn(II),L-2-Amino-4-hydroxybutanoic acid (Homose,4.45,4.94,0.49,-26.51,4,3,3
NIST_Cd(II)_5833_K1,Cd(II),L-2-Amino-4-hydroxybutanoic acid (Homose,3.69,4.18,0.49,-25.57,4,3,3
NIST_Cu(II)_5836_K1,Cu(II),"L-trans-2-Amino-3-hydroxy-2,3-dihydroben",6.25,4.48,-1.77,-24.92,4,3,3
NIST_Co(II)_5837_K1,Co(II),"D-gluco-2-Amino-3,4,5,6-tetrahydroxyhexa",4.35,6.52,2.17,-46.89,7,6,6
NIST_Ni(II)_5837_K1,Ni(II),"D-gluco-2-Amino-3,4,5,6-tetrahydroxyhexa",5.39,7.33,1.94,-48.68,7,6,6
NIST_Cu(II)_5837_K1,Cu(II),"D-gluco-2-Amino-3,4,5,6-tetrahydroxyhexa",8.07,9.88,1.81,-55.75,7,6,6
NIST_Zn(II)_5837_K1,Zn(II),"D-gluco-2-Amino-3,4,5,6-tetrahydroxyhexa",4.63,7.31,2.68,-40.05,7,6,6
NIST_Mn(II)_5838_K1,Mn(II),DL-Amino-4-Methoxyphenylacetic acid (4-M,2.65,2.69,0.04,-26.14,4,3,3
NIST_Co(II)_5838_K1,Co(II),DL-Amino-4-Methoxyphenylacetic acid (4-M,3.96,3.14,-0.82,-27.61,4,3,3
NIST_Ni(II)_5838_K1,Ni(II),DL-Amino-4-Methoxyphenylacetic acid (4-M,5.05,3.69,-1.36,-27.88,4,3,3
NIST_Cu(II)_5838_K1,Cu(II),DL-Amino-4-Methoxyphenylacetic acid (4-M,7.59,4.48,-3.11,-24.92,4,3,3
NIST_Zn(II)_5838_K1,Zn(II),DL-Amino-4-Methoxyphenylacetic acid (4-M,4.08,4.94,0.86,-26.51,4,3,3
NIST_Co(II)_5843_K1,Co(II),L-2-Aminobutanedioic acid 4-amide (Aspar,4.53,6.23,1.7,-45.27,5,4,4
NIST_Ni(II)_5843_K1,Ni(II),L-2-Aminobutanedioic acid 4-amide (Aspar,5.68,6.83,1.15,-45.8,5,4,4
NIST_Cu(II)_5843_K1,Cu(II),L-2-Aminobutanedioic acid 4-amide (Aspar,7.84,11.45,3.61,-64.68,5,4,4
NIST_Al(III)_5843_K1,Al(III),L-2-Aminobutanedioic acid 4-amide (Aspar,5.5,11.07,5.57,-45.6,5,4,4
NIST_Co(II)_5844_K1,Co(II),L-2-Aminopentanedioic acid 5-amide (Glut,4.05,6.23,2.18,-45.27,5,4,4
NIST_Ni(II)_5844_K1,Ni(II),L-2-Aminopentanedioic acid 5-amide (Glut,5.16,6.83,1.67,-45.8,5,4,4
NIST_Cu(II)_5844_K1,Cu(II),L-2-Aminopentanedioic acid 5-amide (Glut,7.7,11.45,3.75,-64.68,5,4,4
NIST_Al(III)_5844_K1,Al(III),L-2-Aminopentanedioic acid 5-amide (Glut,5.6,11.07,5.47,-45.6,5,4,4
NIST_Co(II)_5845_K1,Co(II),L-2-Amino-6-(2-methylpropamido)hexanoic ,4.26,6.23,1.97,-45.27,5,4,4
NIST_Ni(II)_5845_K1,Ni(II),L-2-Amino-6-(2-methylpropamido)hexanoic ,5.21,6.83,1.62,-45.8,5,4,4
NIST_Cu(II)_5845_K1,Cu(II),L-2-Amino-6-(2-methylpropamido)hexanoic ,8.0,11.45,3.45,-64.68,5,4,4
NIST_Zn(II)_5845_K1,Zn(II),L-2-Amino-6-(2-methylpropamido)hexanoic ,4.89,7.95,3.06,-43.72,5,4,4
NIST_Mn(II)_5847_K1,Mn(II),L-2-Amino-6-acetamidohexanoic acid (N(6),2.5,5.57,3.07,-42.59,5,4,4
NIST_Co(II)_5847_K1,Co(II),L-2-Amino-6-acetamidohexanoic acid (N(6),4.3,6.23,1.93,-45.27,5,4,4
NIST_Cu(II)_5847_K1,Cu(II),L-2-Amino-6-acetamidohexanoic acid (N(6),8.1,11.45,3.35,-64.68,5,4,4
NIST_Zn(II)_5847_K1,Zn(II),L-2-Amino-6-acetamidohexanoic acid (N(6),4.5,7.95,3.45,-43.72,5,4,4
NIST_Cu(II)_5848_K1,Cu(II),L-2-Amino-3-(oxalylamido)propanoic acid,7.95,10.8,2.85,-60.98,7,5,5
NIST_Zn(II)_5848_K1,Zn(II),L-2-Amino-3-(oxalylamido)propanoic acid,4.74,9.73,4.99,-53.86,7,5,5
NIST_Mn(II)_5849_K1,Mn(II),N(6)-d-Biotinyl-L-lysine (d-Biocytin),2.5,6.08,3.58,-45.5,9,8,6
NIST_Co(II)_5849_K1,Co(II),N(6)-d-Biotinyl-L-lysine (d-Biocytin),4.1,9.69,5.59,-65.03,9,8,6
NIST_Cu(II)_5849_K1,Cu(II),N(6)-d-Biotinyl-L-lysine (d-Biocytin),7.7,11.82,4.12,-66.79,9,8,6
NIST_Zn(II)_5849_K1,Zn(II),N(6)-d-Biotinyl-L-lysine (d-Biocytin),4.4,8.56,4.16,-47.2,9,8,6
NIST_Mn(II)_5850_K1,Mn(II),d-Biocytin sulfoxide,2.5,6.92,4.42,-50.26,10,9,6
NIST_Cu(II)_5850_K1,Cu(II),d-Biocytin sulfoxide,7.9,12.67,4.77,-71.66,10,9,6
NIST_Zn(II)_5850_K1,Zn(II),d-Biocytin sulfoxide,4.3,9.4,5.1,-52.01,10,9,6
NIST_Mn(II)_5851_K1,Mn(II),d-Biocytin sulfone,2.4,6.92,4.52,-50.26,11,9,6
NIST_Cu(II)_5851_K1,Cu(II),d-Biocytin sulfone,7.8,12.67,4.87,-71.66,11,9,6
NIST_Zn(II)_5851_K1,Zn(II),d-Biocytin sulfone,4.3,9.4,5.1,-52.01,11,9,6
NIST_Mg(II)_5852_K1,Mg(II),L-2-Amino-5-ureidopentanoic acid (Citrul,1.66,4.37,2.71,-32.53,6,5,5
NIST_Ca(II)_5852_K1,Ca(II),L-2-Amino-5-ureidopentanoic acid (Citrul,1.65,4.24,2.59,-28.23,6,5,5
NIST_Co(II)_5852_K1,Co(II),L-2-Amino-5-ureidopentanoic acid (Citrul,3.94,7.8,3.86,-54.19,6,5,5
NIST_Ni(II)_5852_K1,Ni(II),L-2-Amino-5-ureidopentanoic acid (Citrul,5.1,8.39,3.29,-54.73,6,5,5
NIST_Cu(II)_5852_K1,Cu(II),L-2-Amino-5-ureidopentanoic acid (Citrul,7.92,9.89,1.97,-55.77,6,5,5
NIST_Zn(II)_5852_K1,Zn(II),L-2-Amino-5-ureidopentanoic acid (Citrul,4.13,9.44,5.31,-52.19,6,5,5
NIST_Cu(II)_5853_K1,Cu(II),L-2-Amino-3-(phenylmethoxy)propanoic aci,7.47,4.48,-2.99,-24.92,4,3,3
NIST_Mn(II)_5856_K1,Mn(II),L-2-Amino-3-mercaptopropanoic acid (Cyst,4.75,2.3,-2.45,-23.88,4,3,3
NIST_Co(II)_5856_K1,Co(II),L-2-Amino-3-mercaptopropanoic acid (Cyst,8.14,2.9,-5.24,-26.23,4,3,3
NIST_Ni(II)_5856_K1,Ni(II),L-2-Amino-3-mercaptopropanoic acid (Cyst,9.79,3.5,-6.29,-26.79,4,3,3
NIST_Zn(II)_5856_K1,Zn(II),L-2-Amino-3-mercaptopropanoic acid (Cyst,9.11,4.56,-4.55,-24.35,4,3,3
NIST_Hg(II)_5856_K1,Hg(II),L-2-Amino-3-mercaptopropanoic acid (Cyst,14.4,23.38,8.98,-94.42,4,3,3
NIST_Pb(II)_5856_K1,Pb(II),L-2-Amino-3-mercaptopropanoic acid (Cyst,12.2,7.17,-5.03,-29.27,4,3,3
NIST_Co(II)_5857_K1,Co(II),D-2-Amino-3-mercapto-3-methylbutanoic ac,8.98,2.9,-6.08,-26.23,4,3,3
NIST_Ni(II)_5857_K1,Ni(II),D-2-Amino-3-mercapto-3-methylbutanoic ac,10.7,3.5,-7.2,-26.79,4,3,3
NIST_Cd(II)_5857_K1,Cd(II),D-2-Amino-3-mercapto-3-methylbutanoic ac,11.55,7.56,-3.99,-44.86,4,3,3
NIST_Hg(II)_5857_K1,Hg(II),D-2-Amino-3-mercapto-3-methylbutanoic ac,18.8,23.38,4.58,-94.42,4,3,3
NIST_Pb(II)_5857_K1,Pb(II),D-2-Amino-3-mercapto-3-methylbutanoic ac,13.12,7.17,-5.95,-29.27,4,3,3
NIST_Mn(II)_5860_K1,Mn(II),DL-2-Amino-3-(2-mercaptoimidazo-4-yl)pro,4.1,4.84,0.74,-38.43,6,5,5
NIST_Fe(II)_5860_K1,Fe(II),DL-2-Amino-3-(2-mercaptoimidazo-4-yl)pro,5.8,8.29,2.49,-57.06,6,5,5
NIST_Co(II)_5860_K1,Co(II),DL-2-Amino-3-(2-mercaptoimidazo-4-yl)pro,7.64,5.74,-1.9,-42.43,6,5,5
NIST_Ni(II)_5860_K1,Ni(II),DL-2-Amino-3-(2-mercaptoimidazo-4-yl)pro,9.31,6.35,-2.96,-43.05,6,5,5
NIST_Zn(II)_5860_K1,Zn(II),DL-2-Amino-3-(2-mercaptoimidazo-4-yl)pro,9.16,7.24,-1.92,-39.67,6,5,5
NIST_Cd(II)_5860_K1,Cd(II),DL-2-Amino-3-(2-mercaptoimidazo-4-yl)pro,9.08,9.94,0.86,-58.45,6,5,5
NIST_Hg(II)_5860_K1,Hg(II),DL-2-Amino-3-(2-mercaptoimidazo-4-yl)pro,12.4,24.32,11.92,-99.8,6,5,4
NIST_Pb(II)_5860_K1,Pb(II),DL-2-Amino-3-(2-mercaptoimidazo-4-yl)pro,10.27,9.24,-1.03,-41.1,6,5,5
NIST_Mn(II)_5861_K1,Mn(II),L-2-Amino-3-(methylthio)propanoic acid (,2.52,1.79,-0.73,-20.97,4,3,3
NIST_Co(II)_5861_K1,Co(II),L-2-Amino-3-(methylthio)propanoic acid (,4.12,2.41,-1.71,-23.41,4,3,3
NIST_Ni(II)_5861_K1,Ni(II),L-2-Amino-3-(methylthio)propanoic acid (,5.2,2.98,-2.22,-23.82,4,3,3
NIST_Cu(II)_5861_K1,Cu(II),L-2-Amino-3-(methylthio)propanoic acid (,7.8,4.16,-3.64,-23.05,4,3,3
NIST_Ag(I)_5861_K1,Ag(I),L-2-Amino-3-(methylthio)propanoic acid (,5.23,10.05,4.82,-52.05,4,3,2
NIST_Zn(II)_5861_K1,Zn(II),L-2-Amino-3-(methylthio)propanoic acid (,4.46,4.07,-0.39,-21.53,4,3,3
NIST_Cd(II)_5861_K1,Cd(II),L-2-Amino-3-(methylthio)propanoic acid (,3.78,7.37,3.59,-43.81,4,3,3
NIST_Hg(II)_5861_K1,Hg(II),L-2-Amino-3-(methylthio)propanoic acid (,7.2,23.34,16.14,-94.18,4,3,3
NIST_Pb(II)_5861_K1,Pb(II),L-2-Amino-3-(methylthio)propanoic acid (,4.43,6.85,2.42,-27.45,4,3,3
NIST_Mn(II)_5863_K1,Mn(II),L-2-Amino-4-(methylthio)butanoic acid (M,2.77,1.79,-0.98,-20.97,4,3,3
NIST_Co(II)_5863_K1,Co(II),L-2-Amino-4-(methylthio)butanoic acid (M,4.14,2.41,-1.73,-23.41,4,3,3
NIST_Ni(II)_5863_K1,Ni(II),L-2-Amino-4-(methylthio)butanoic acid (M,5.27,2.98,-2.29,-23.82,4,3,3
NIST_Cu(II)_5863_K1,Cu(II),L-2-Amino-4-(methylthio)butanoic acid (M,7.85,4.16,-3.69,-23.05,4,3,3
NIST_Zn(II)_5863_K1,Zn(II),L-2-Amino-4-(methylthio)butanoic acid (M,4.38,4.07,-0.31,-21.53,4,3,3
NIST_Cd(II)_5863_K1,Cd(II),L-2-Amino-4-(methylthio)butanoic acid (M,3.68,7.37,3.69,-43.81,4,3,3
NIST_Hg(II)_5863_K1,Hg(II),L-2-Amino-4-(methylthio)butanoic acid (M,6.52,23.34,16.82,-94.18,4,3,3
NIST_Pb(II)_5863_K1,Pb(II),L-2-Amino-4-(methylthio)butanoic acid (M,4.39,6.85,2.46,-27.45,4,3,3
NIST_Co(II)_5864_K1,Co(II),L-2-Amino-4-(ethylthio)butanoic acid (Et,5.13,2.41,-2.72,-23.41,4,3,3
NIST_Ni(II)_5864_K1,Ni(II),L-2-Amino-4-(ethylthio)butanoic acid (Et,6.15,2.98,-3.17,-23.82,4,3,3
NIST_Cu(II)_5864_K1,Cu(II),L-2-Amino-4-(ethylthio)butanoic acid (Et,8.43,4.16,-4.27,-23.05,4,3,3
NIST_Zn(II)_5864_K1,Zn(II),L-2-Amino-4-(ethylthio)butanoic acid (Et,5.22,4.07,-1.15,-21.53,4,3,3
NIST_Cd(II)_5864_K1,Cd(II),L-2-Amino-4-(ethylthio)butanoic acid (Et,4.68,7.37,2.69,-43.81,4,3,3
NIST_Hg(II)_5864_K1,Hg(II),L-2-Amino-4-(ethylthio)butanoic acid (Et,7.25,23.34,16.09,-94.18,4,3,3
NIST_Co(II)_5865_K1,Co(II),L-2-Amino-3-(carboxymethylthio)propanoic,4.9,4.21,-0.69,-33.71,6,4,4
NIST_Ni(II)_5865_K1,Ni(II),L-2-Amino-3-(carboxymethylthio)propanoic,6.22,4.83,-1.39,-34.37,6,4,4
NIST_Cu(II)_5865_K1,Cu(II),L-2-Amino-3-(carboxymethylthio)propanoic,8.15,10.54,2.39,-59.51,6,4,4
NIST_Zn(II)_5865_K1,Zn(II),L-2-Amino-3-(carboxymethylthio)propanoic,5.12,5.82,0.7,-31.52,6,4,4
NIST_Co(II)_5883_K1,Co(II),"L-2,3-Diaminopropanoic acid",6.28,3.94,-2.34,-32.17,4,3,3
NIST_Ni(II)_5883_K1,Ni(II),"L-2,3-Diaminopropanoic acid",8.15,4.49,-3.66,-32.46,4,3,3
NIST_Cu(II)_5883_K1,Cu(II),"L-2,3-Diaminopropanoic acid",10.56,4.64,-5.92,-25.8,4,3,3
NIST_Zn(II)_5883_K1,Zn(II),"L-2,3-Diaminopropanoic acid",6.31,5.72,-0.59,-30.95,4,3,3
NIST_Hg(II)_5883_K1,Hg(II),"L-2,3-Diaminopropanoic acid",8.37,12.43,4.06,-31.92,4,3,3
NIST_Ni(II)_5884_K1,Ni(II),L-2-Amino-3-(methylamino)propanoic acid,8.42,4.49,-3.93,-32.46,4,3,3
NIST_Cu(II)_5884_K1,Cu(II),L-2-Amino-3-(methylamino)propanoic acid,10.39,4.64,-5.75,-25.8,4,3,3
NIST_Zn(II)_5884_K1,Zn(II),L-2-Amino-3-(methylamino)propanoic acid,5.98,5.72,-0.26,-30.95,4,3,3
NIST_Co(II)_5885_K1,Co(II),"L-2,4-Diaminobutanoic acid",6.9,3.94,-2.96,-32.17,4,3,3
NIST_Ni(II)_5885_K1,Ni(II),"L-2,4-Diaminobutanoic acid",9.0,4.49,-4.51,-32.46,4,3,3
NIST_Cu(II)_5885_K1,Cu(II),"L-2,4-Diaminobutanoic acid",10.62,4.64,-5.98,-25.8,4,3,3
NIST_Zn(II)_5885_K1,Zn(II),"L-2,4-Diaminobutanoic acid",6.75,5.72,-1.03,-30.95,4,3,3
NIST_Na(I)_5887_K1,Na(I),"L-2,6-Diaminohexanoic acid (Lysine)",-0.4,0.43,0.83,-1.56,4,3,3
NIST_Ca(II)_5887_K1,Ca(II),"L-2,6-Diaminohexanoic acid (Lysine)",1.05,2.18,1.13,-16.45,4,3,3
NIST_Ga(III)_5887_K1,Ga(III),"L-2,6-Diaminohexanoic acid (Lysine)",17.0,18.51,1.51,-54.0,4,3,3
NIST_Co(II)_5892_K1,Co(II),"DL-4,4'-Dithiobis(2-aminobutanoic acid) ",5.76,6.47,0.71,-46.62,8,6,6
NIST_Ni(II)_5892_K1,Ni(II),"DL-4,4'-Dithiobis(2-aminobutanoic acid) ",7.65,7.24,-0.41,-48.17,8,6,6
NIST_Co(II)_5893_K1,Co(II),"L-Methylenedithio-3,3'-bis(2-aminopropan",6.27,6.47,0.2,-46.62,8,6,6
NIST_Ni(II)_5893_K1,Ni(II),"L-Methylenedithio-3,3'-bis(2-aminopropan",8.66,7.24,-1.42,-48.17,8,6,6
NIST_Zn(II)_5893_K1,Zn(II),"L-Methylenedithio-3,3'-bis(2-aminopropan",7.45,7.36,-0.09,-40.33,8,6,6
NIST_Na(I)_5898_K1,Na(I),L-2-Amino-3-(4-imidazolyl)propanoic acid,-0.7,-0.04,0.66,1.14,5,4,4
NIST_Ca(II)_5898_K1,Ca(II),L-2-Amino-3-(4-imidazolyl)propanoic acid,1.21,2.06,0.85,-15.79,5,4,4
NIST_Nd(III)_5898_K1,Nd(III),L-2-Amino-3-(4-imidazolyl)propanoic acid,2.36,5.12,2.76,-49.68,5,4,4
NIST_Mn(II)_5898_K1,Mn(II),L-2-Amino-3-(4-imidazolyl)propanoic acid,3.32,4.16,0.84,-34.54,5,4,4
NIST_Co(II)_5898_K1,Co(II),L-2-Amino-3-(4-imidazolyl)propanoic acid,6.87,4.9,-1.97,-37.68,5,4,4
NIST_Ni(II)_5898_K1,Ni(II),L-2-Amino-3-(4-imidazolyl)propanoic acid,8.66,5.46,-3.2,-38.0,5,4,4
NIST_Cu(II)_5898_K1,Cu(II),L-2-Amino-3-(4-imidazolyl)propanoic acid,10.16,9.58,-0.58,-54.0,5,4,4
NIST_VO(II)_5898_K1,VO(II),L-2-Amino-3-(4-imidazolyl)propanoic acid,9.05,9.2,0.15,-48.47,5,4,4
NIST_Zn(II)_5898_K1,Zn(II),L-2-Amino-3-(4-imidazolyl)propanoic acid,6.51,6.6,0.09,-36.02,5,4,4
NIST_Cd(II)_5898_K1,Cd(II),L-2-Amino-3-(4-imidazolyl)propanoic acid,5.66,5.28,-0.38,-31.85,5,4,4
NIST_Cu(II)_5899_K1,Cu(II),L-2-Amino-3-(N(1)-methyl-4-imidazolyl)pr,10.22,9.01,-1.21,-50.77,5,4,4
NIST_Cu(II)_5900_K1,Cu(II),L-2-Amino-3-(N(3)-methyl-4-imidazolyl)pr,9.3,9.01,-0.29,-50.77,5,4,4
NIST_Ni(II)_5904_K1,Ni(II),L-2-Amino-3-(N(3)-benzyl-4-imidazolyl)pr,8.82,4.8,-4.02,-34.25,5,4,4
NIST_Cu(II)_5904_K1,Cu(II),L-2-Amino-3-(N(3)-benzyl-4-imidazolyl)pr,10.19,9.01,-1.18,-50.77,5,4,4
NIST_Ag(I)_5904_K1,Ag(I),L-2-Amino-3-(N(3)-benzyl-4-imidazolyl)pr,5.1,1.05,-4.05,-0.66,5,4,2
NIST_Zn(II)_5904_K1,Zn(II),L-2-Amino-3-(N(3)-benzyl-4-imidazolyl)pr,6.58,5.95,-0.63,-32.27,5,4,4
NIST_Mn(II)_5907_K1,Mn(II),L-2-Amino-3-(3-indolyl)propanoic acid (T,2.54,3.33,0.79,-29.8,4,3,3
NIST_Co(II)_5907_K1,Co(II),L-2-Amino-3-(3-indolyl)propanoic acid (T,4.5,3.94,-0.56,-32.17,4,3,3
NIST_Ni(II)_5907_K1,Ni(II),L-2-Amino-3-(3-indolyl)propanoic acid (T,5.48,4.49,-0.99,-32.46,4,3,3
NIST_Cu(II)_5907_K1,Cu(II),L-2-Amino-3-(3-indolyl)propanoic acid (T,8.21,4.64,-3.57,-25.8,4,3,3
NIST_Zn(II)_5907_K1,Zn(II),L-2-Amino-3-(3-indolyl)propanoic acid (T,4.69,5.72,1.03,-30.95,4,3,3
NIST_Co(II)_5915_K1,Co(II),L-2-Amino-3-(2-pyridyl)propanoic acid (3,5.3,3.28,-2.02,-28.42,4,3,3
NIST_Ni(II)_5915_K1,Ni(II),L-2-Amino-3-(2-pyridyl)propanoic acid (3,7.06,3.83,-3.23,-28.71,4,3,3
NIST_Cu(II)_5915_K1,Cu(II),L-2-Amino-3-(2-pyridyl)propanoic acid (3,8.26,4.07,-4.19,-22.57,4,3,3
NIST_Zn(II)_5915_K1,Zn(II),L-2-Amino-3-(2-pyridyl)propanoic acid (3,4.93,5.06,0.13,-27.2,4,3,3
NIST_Co(II)_5916_K1,Co(II),L-2-Amino-3-(6-methyl-2-pyridyl)propanoi,3.98,3.28,-0.7,-28.42,4,3,3
NIST_Ni(II)_5916_K1,Ni(II),L-2-Amino-3-(6-methyl-2-pyridyl)propanoi,5.05,3.83,-1.22,-28.71,4,3,3
NIST_Cu(II)_5916_K1,Cu(II),L-2-Amino-3-(6-methyl-2-pyridyl)propanoi,6.82,4.07,-2.75,-22.57,4,3,3
NIST_Zn(II)_5916_K1,Zn(II),L-2-Amino-3-(6-methyl-2-pyridyl)propanoi,4.22,5.06,0.84,-27.2,4,3,3
NIST_Ga(III)_5917_K1,Ga(III),L-2-Amino-5-guanidopentanoic acid (Argin,20.0,20.57,0.57,-65.73,6,5,5
NIST_Cu(II)_5924_K1,Cu(II),DL-(4-Amino-4-carboxybutyl)trimethylammo,7.3,4.64,-2.66,-25.8,4,3,3
NIST_Ni(II)_5925_K1,Ni(II),N-Methylglycine (Sarcosine),5.39,2.66,-2.73,-21.98,3,2,2
NIST_Cu(II)_5925_K1,Cu(II),N-Methylglycine (Sarcosine),7.68,3.34,-4.34,-18.36,3,2,2
NIST_Zn(II)_5925_K1,Zn(II),N-Methylglycine (Sarcosine),4.53,3.96,-0.57,-20.94,3,2,2
NIST_Ni(II)_5926_K1,Ni(II),N-Ethylglycine,4.81,2.66,-2.15,-21.98,3,2,2
NIST_Cu(II)_5926_K1,Cu(II),N-Ethylglycine,7.34,3.34,-4.0,-18.36,3,2,2
NIST_Ni(II)_5927_K1,Ni(II),N-Propylglycine,4.79,2.66,-2.13,-21.98,3,2,2
NIST_Cu(II)_5927_K1,Cu(II),N-Propylglycine,7.25,3.34,-3.91,-18.36,3,2,2
NIST_Ni(II)_5928_K1,Ni(II),N-Butylglycine,4.76,2.66,-2.1,-21.98,3,2,2
NIST_Cu(II)_5928_K1,Cu(II),N-Butylglycine,7.32,3.34,-3.98,-18.36,3,2,2
NIST_Ni(II)_5929_K1,Ni(II),N-(2-Propyl)glycine,3.94,2.66,-1.28,-21.98,3,2,2
NIST_Cu(II)_5929_K1,Cu(II),N-(2-Propyl)glycine,6.7,3.34,-3.36,-18.36,3,2,2
NIST_Mn(II)_5930_K1,Mn(II),L-Pyrrolidine-2-carboxylic acid (L-Proli,3.34,1.66,-1.68,-20.24,3,2,2
NIST_Co(II)_5930_K1,Co(II),L-Pyrrolidine-2-carboxylic acid (L-Proli,4.83,2.11,-2.72,-21.72,3,2,2
NIST_Ni(II)_5930_K1,Ni(II),L-Pyrrolidine-2-carboxylic acid (L-Proli,5.94,2.66,-3.28,-21.98,3,2,2
NIST_Cu(II)_5930_K1,Cu(II),L-Pyrrolidine-2-carboxylic acid (L-Proli,8.83,3.34,-5.49,-18.36,3,2,2
NIST_Zn(II)_5930_K1,Zn(II),L-Pyrrolidine-2-carboxylic acid (L-Proli,5.27,3.96,-1.31,-20.94,3,2,2
NIST_Ni(II)_5934_K1,Ni(II),L-2-(Iminomethylamino)pentanedioic acid,5.94,4.94,-1.0,-35.04,6,4,4
NIST_Cu(II)_5934_K1,Cu(II),L-2-(Iminomethylamino)pentanedioic acid,9.14,9.78,0.64,-55.15,6,4,4
NIST_Co(II)_5936_K1,Co(II),L-N-(2-Hydroxybenzyl)-2-aminopropanoic a,8.15,3.14,-5.01,-27.61,4,3,3
NIST_Ni(II)_5936_K1,Ni(II),L-N-(2-Hydroxybenzyl)-2-aminopropanoic a,9.0,3.69,-5.31,-27.88,4,3,3
NIST_Cu(II)_5936_K1,Cu(II),L-N-(2-Hydroxybenzyl)-2-aminopropanoic a,14.12,4.48,-9.64,-24.92,4,3,3
NIST_Zn(II)_5936_K1,Zn(II),L-N-(2-Hydroxybenzyl)-2-aminopropanoic a,8.75,4.94,-3.81,-26.51,4,3,3
NIST_Mg(II)_5937_K1,Mg(II),N-(Phosphonomethyl)glycine (Glyphosate),3.28,3.99,0.71,-30.38,6,3,3
NIST_Ca(II)_5937_K1,Ca(II),N-(Phosphonomethyl)glycine (Glyphosate),3.29,4.13,0.84,-27.58,6,3,3
NIST_La(III)_5937_K1,La(III),N-(Phosphonomethyl)glycine (Glyphosate),6.7,7.3,0.6,-46.84,6,3,3
NIST_Mn(II)_5937_K1,Mn(II),N-(Phosphonomethyl)glycine (Glyphosate),5.5,4.77,-0.73,-38.04,6,3,3
NIST_Fe(II)_5937_K1,Fe(II),N-(Phosphonomethyl)glycine (Glyphosate),6.87,6.23,-0.64,-45.29,6,3,3
NIST_Co(II)_5937_K1,Co(II),N-(Phosphonomethyl)glycine (Glyphosate),7.23,5.28,-1.95,-39.81,6,3,3
NIST_Ni(II)_5937_K1,Ni(II),N-(Phosphonomethyl)glycine (Glyphosate),8.09,5.87,-2.22,-40.31,6,3,3
NIST_Cu(II)_5937_K1,Cu(II),N-(Phosphonomethyl)glycine (Glyphosate),11.87,6.6,-5.27,-36.99,6,3,3
NIST_Fe(III)_5937_K1,Fe(III),N-(Phosphonomethyl)glycine (Glyphosate),16.09,18.63,2.54,-56.91,6,3,3
NIST_Zn(II)_5937_K1,Zn(II),N-(Phosphonomethyl)glycine (Glyphosate),8.74,7.07,-1.67,-38.71,6,3,3
NIST_Cd(II)_5937_K1,Cd(II),N-(Phosphonomethyl)glycine (Glyphosate),7.29,6.15,-1.14,-36.85,6,3,3
NIST_Al(III)_5937_K1,Al(III),N-(Phosphonomethyl)glycine (Glyphosate),13.7,11.53,-2.17,-48.2,6,3,3
NIST_Co(II)_5941_K1,Co(II),L-4-Hydroxypyrrolidine-2-carboxylic acid,4.82,3.14,-1.68,-27.61,4,3,3
NIST_Ni(II)_5941_K1,Ni(II),L-4-Hydroxypyrrolidine-2-carboxylic acid,5.91,3.69,-2.22,-27.88,4,3,3
NIST_Cu(II)_5941_K1,Cu(II),L-4-Hydroxypyrrolidine-2-carboxylic acid,8.36,4.48,-3.88,-24.92,4,3,3
NIST_Zn(II)_5941_K1,Zn(II),L-4-Hydroxypyrrolidine-2-carboxylic acid,5.03,4.94,-0.09,-26.51,4,3,3
